Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price
68652.6092109066,6.12434210031033,6.29082016699666,4.42,39355.6257294703,1170720.89365429
55041.3515833392,7.12712855273231,8.591923294114,5.36,30122.4734835579,1071279.21024454
50218.7084630007,6.11880813061034,7.33355407209774,6.29,16810.7833112579,534305.132334929
55909.3222951535,5.41956291068271,9.28985437225882,6,22355.2354066691,936368.963404861
74372.8102091551,5.50012857284166,6.59304560391036,2.07,39395.1511823291,1199193.83132951
78667.9045976474,5.4706522067544,7.7808366928533,4.1,27637.656548219,1233220.00947781
78699.5151029104,5.6527836365363,6.75645385625077,3.01,22836.6075694913,1081150.12548381
53128.1854489144,5.1806641248238,5.42690285861062,2.39,32947.7119550689,524712.766067453
17796.6311895434,4.94955700555711,6.71390544470209,2.5,47162.1836431914,302355.835978956
58566.8493634206,6.57969145287774,5.03452535190306,2.17,39705.4649593564,1026817.39978846
75537.7945100003,7.84521591444417,7.55566072082222,6.3,32778.1953418883,1762214.67958189
46147.0530563434,6.62333282932071,7.60683154966741,4.43,27161.1286079462,882057.170592842
70421.4764876077,6.90708296998531,7.63431873144665,4.44,43183.928487881,1744932.21099093
62614.4206191273,5.49930969711608,7.44050521789216,6.32,26888.5795629391,1153871.46950163
66394.8715858483,7.06951215383719,7.20463970924829,3.18,39741.0775094335,1499988.87952261
73946.8510739782,4.86315430605497,7.53718236535319,6.35,35261.1270183689,1109588.38016251
69144.7457074398,7.29622449686265,5.92822347295147,3.22,19030.6154867746,980177.305137126
77278.6970281866,6.23889101475401,6.91920413637287,2.13,21725.9542896347,1323952.02742518
86754.1966286121,6.60443981856812,6.25245480534937,4.02,43017.4407571536,1662494.73554439
74399.8409819142,6.38245291223543,7.25266532238522,6.36,41084.6628246322,1417819.74021809
49408.1983401443,5.82592047560676,5.83173897257246,3.32,26881.1305979671,549976.145559579
62279.7900515739,6.10844999128168,6.30611634984891,4.12,35263.6531374524,1054770.98064753
73078.2040856183,5.92390638959988,6.44545669052584,3.32,54915.961781984,1415647.55343724
72942.705059134,4.78622229508671,7.31988553012555,6.41,24377.9090493166,948788.275709448
63819.6228511414,5.94983947064314,8.02246923932693,4.09,27825.5720612944,1159596.51861962
73265.4498879064,8.31476197898255,7.42559746003409,3.24,21030.9661771716,1547133.39640045
68488.1311730199,6.11611174826071,7.18252748000291,5.08,18267.9547056388,1186688.50593835
55193.8574531501,7.1861206669993,5.09691745620758,4.01,32537.818768918,772111.972102101
77434.689240445,6.30927135314658,5.21975402919548,3.06,36252.3406823443,1172730.15576932
66158.8815850131,4.47642906646485,6.91174261004152,2.28,37098.7421723517,1111085.01689106
60502.9093338445,7.53338098614551,5.73182412486971,4.23,33579.6315121676,1022781.17074291
60910.8937933297,5.63546673761391,7.32597378124117,4.2,43347.8040011545,1274474.54589349
73931.9785215884,6.39410766659858,4.58083992087176,4.32,36543.0672805481,1213530.84986587
59539.9484501364,6.01859024334779,7.00767616564725,5.43,58600.8271496758,1411730.47725883
56547.5071874038,5.43541518255582,6.51514987690535,3.13,37585.2745762287,858685.565924956
65950.347016833,5.47651315776719,6.71784430631321,3.28,40110.8476049507,1200961.82092263
74533.1620819875,6.6793531300592,5.91923072546702,4,49481.5658076043,1520234.22937746
66422.9190517667,7.12207185032643,7.07858374494018,6.36,31019.3248206904,1360908.31962001
74334.4948489106,5.4190125640792,6.2615352840817,4.12,41640.4356606567,1360920.53038608
63538.3461582222,4.76449930814997,7.16866241084321,3.27,43282.1830042502,1146532.45474056
83953.1048390966,7.38513453401502,6.89884656895716,3.08,37283.3576459518,1789098.52069149
57279.0635758589,5.1181089047933,6.5615202161027,3.17,44023.7906849321,852099.464026854
56553.5502526617,5.69112921255901,7.02125235427772,3.15,29682.4098642278,746096.728900488
75795.575982591,5.78678002380682,7.32732534299636,6.25,33197.7777426301,1534479.90656442
70848.7886587371,5.28232502045648,6.76644466371725,3.27,40458.7358695174,1215608.53105597
59787.4045039362,5.65312031553212,6.5945922791401,3.43,32402.1075491468,941594.32841077
64826.371894956,4.01090733710542,8.29041981259151,4.38,60286.0431013577,1204598.03746313
65925.8537962682,7.60551195365117,7.0704095406652,3.28,34171.3600736687,1597655.25841228
64419.2526383464,6.95442212556492,8.51616004802799,6.16,39318.1707547239,1492011.49586213
58544.4602982388,8.56261057639246,7.27630862914393,4.28,30865.5869537453,1421216.50444086
68791.7916884853,4.72555222849963,6.70420160422282,4.11,48423.3224441769,1132522.90129471
82061.5652038386,4.18282822762296,5.96303188407848,4.1,36271.4084957492,1102821.43818081
80659.5254435962,5.43630620204688,7.10075343180377,6.24,52947.0363600871,1856211.3503596
66668.0935210354,6.1849653386201,7.86312743673254,3.35,47075.2122326685,1687998.93296047
64721.5644963706,5.67763752677396,6.97133170106132,4.48,36115.8163644028,1063423.00726487
65199.989940295,6.44574289831669,6.93712702813298,3.2,28366.0354318534,1177289.88620479
74579.9895272463,4.63965413069779,5.52148929883998,3.07,42806.1466438013,1173474.37883732
76273.6703254929,7.87975180078758,4.50016534758437,3.39,46974.5787857534,1637259.99866779
67561.9420601389,5.25140074714278,7.65857633890992,4.04,35517.5418704043,1238938.290532
48904.9832693168,4.84497253083436,5.44895602960943,3.38,32960.7530701912,201898.086572496
72145.9672131515,6.3986259901926,8.25863492348729,6.06,28882.9008546737,1439506.10155701
70805.6106836014,4.44372892384246,5.80914730551664,3.3,29268.8267416847,585608.632622232
65383.3379172869,7.51252677874512,6.640032003754,3.46,35114.4024634874,1294685.15854701
95450.2930860132,6.59506068478134,6.85036100813798,3.33,39388.5155210775,2014851.34416151
73698.6963572913,6.37273093222995,6.57835207376363,4.33,51815.0964186221,1840236.00580269
66263.9105011633,6.37493006601874,6.73697413101074,4.41,49829.9515004814,1441421.91299361
75394.7595816215,6.93335246754966,7.83409980064918,4.48,22268.0753055821,1498640.55065037
65984.7506448583,6.51227008500922,6.31648002022828,2.38,21867.4769398945,954746.576432824
66477.2627922904,6.98215172512571,6.03848797930002,2.37,32458.9866990138,1124635.93162859
69284.2596369133,5.34744709142387,7.17342588517999,3.45,40282.7242801005,1169944.24775875
70404.4961037192,5.5440837255065,6.00126136219247,2.02,37127.9255010042,1114430.95342313
74218.4890218834,8.06972186747375,6.50637430216295,4.37,46770.6609678888,1783534.83882736
63441.7146451262,6.47167372658627,7.06481113606207,3.22,48061.7526733416,1302933.24756928
57493.9245702795,6.89326015704179,6.73404541624035,4.41,47039.2153229413,1241483.61187325
81543.7773153344,5.50392319633987,5.89705283626633,2.14,9816.30088470853,954114.543953548
78633.973755089,5.4653932311602,7.53114301190621,3.24,43728.8034861971,1555320.50000112
52202.8537197135,4.86930618139118,4.41438086577989,2.23,42165.8124568679,404976.365896227
67980.3887819292,5.56293881425557,6.15970522241573,2.44,25909.0791964239,1073183.75984163
78568.4491640523,5.47573731999533,6.29160079596325,2.29,41016.6470911123,1422195.87945057
55472.6548269056,4.82214713601005,5.85597230895169,3.2,15353.956428663,340605.211312461
67579.2347944313,5.97321900448852,7.75435754544231,6.32,21762.9496856254,1170959.52628461
61456.1507037809,6.88295432643316,6.41757262181438,4.19,30821.4120865768,942838.164721813
60815.3903949614,7.17012853047372,7.9843351221591,4.11,31233.6493459101,1401613.91976932
51217.1811603719,5.38484140749811,8.77616003355926,3.41,47089.4750810975,1175504.48633204
63027.6747148583,4.85596812110596,5.58090593745793,2.3,35991.7206378878,608794.246692195
62484.855299128,6.49665146636928,7.32270977415818,5.13,26882.6517946772,946943.036217136
73923.4662743976,7.00550578483896,7.13506334705251,6.04,58745.3120275589,1819900.63664371
79737.6097639001,7.31595792720386,6.61109600499517,2.17,28307.314325645,1463130.27297894
63890.4715676646,4.97230656848968,7.91638639719493,5.49,43416.4978209279,1252391.17984217
67310.0369527861,7.19379298887946,7.76073255450871,5.28,43310.6124282677,1714445.17463658
73145.7302178026,4.09651724279036,7.25421743282951,3.18,49463.3788790285,1291759.39266068
86924.3587656217,6.83293969875441,7.7382955534177,6.32,28719.4108881455,1809154.28936317
74384.1056290449,7.41148657067366,5.16486547597829,2.3,17117.4436748408,1200539.36116778
67477.788184043,6.62352829331782,7.91617165986111,5.1,29763.9253486156,1300265.21041547
71202.9569203271,4.31886913287714,6.63495406550912,4.37,34207.3972084701,997448.728076994
85845.3177991955,6.74365296091807,9.46876636919587,3.46,46477.6786845017,2152959.40894309
72138.8704824495,7.16364093533066,8.48577826270722,5.45,35799.6382743218,1629983.84670324
44806.0051640555,4.49457052795687,4.72532511662419,3.1,57390.8900738104,497579.446586873
67504.1784594896,5.32979850888841,5.89441194891935,4.36,37441.1205436144,890112.549317892
74706.1005317106,5.00332776438579,5.66106412668524,2.05,39680.6093204361,1064685.69873354
68898.3459133942,6.78764852926405,7.87135264441811,6.39,39515.5715616054,1530124.0163169
58118.0181607989,8.13721447105525,5.65090028566729,4.36,35598.390437472,1246246.82775976
77643.2830870967,6.07011592234035,5.38103835937399,4.45,35512.2550468822,1240754.93204638
67769.8255909987,8.07469366768172,6.76163140761688,4.22,33254.6034094282,1760734.69036401
74411.0598922667,5.53462754364998,7.21012336116885,6.44,43537.5029455051,1393746.76046743
73101.0787976686,4.10412992272261,8.92033322127776,4.35,29497.9712933537,1172385.89770456
58708.4171567401,5.08386103572807,6.26282588360743,4.07,15969.9260412398,483986.10899253
63876.0599100904,7.08021932554069,7.18743297488665,3.37,38052.876443166,1388530.15668361
68343.154091419,6.39244379007958,8.42511289496364,6.2,40653.8700654017,1721739.3841385
73064.97996128,5.99406279945689,7.20436889513686,6.19,30699.3397105111,1276448.79204297
67367.2680827986,6.77471080866432,6.69089489864092,2.49,32547.2725330766,1161742.67744636
66547.1817515923,6.3506720419279,5.30500041205322,2.04,16741.9649871267,786407.945117428
73313.5453841825,6.41472323560518,8.49290122886957,4.46,37808.9966721212,1604920.97345841
47681.3617330345,6.89050822421021,7.78826798621561,5.13,50908.9789091107,1230149.13678644
67910.9491284623,6.4458519070194,6.67593726776217,4.32,31379.7829705824,1051644.55402255
69277.8912498076,6.14259168136637,7.81172447063043,5.15,43717.9130919397,1415073.61418119
67946.7146756132,5.40317567290082,5.67113634278545,3.21,35197.9425690253,1043483.91513203
90975.1132724804,4.74068303496074,8.32035198630277,6.45,44426.2136475975,1544379.74773568
61885.5464403289,5.40526596917389,6.91419576959882,3.22,48726.951303303,1352135.96726418
69401.8472172649,7.04235499497909,8.09704428495362,3.44,29293.074048931,1505727.4308014
72969.1212712305,6.18857572615695,8.07694360361629,4.2,31755.7213642399,1416965.97868824
75582.4597645351,5.50647342925334,6.77498641853148,4.33,31946.3038675233,1046721.97617325
56241.2267731318,5.62308701576199,6.81867075353273,2.18,32745.3681201538,939040.003560116
79412.8354717458,6.08736016869593,7.48132111222641,3.26,17568.7337605834,1383031.33236644
79618.2368460209,4.56616610086958,6.66988841144644,3.49,29636.5071105566,1072503.23794367
67019.0740473973,6.48794316670726,7.33133010001821,6.26,24997.1087059943,1134397.75771537
56063.4808667633,5.10693512014807,5.38533977752139,4.14,39129.2967047029,734827.50801229
57077.5803040693,5.77546704058367,6.95202667376136,4.27,33393.9166032247,991892.317484247
75954.8182530182,4.28991628054453,7.41875060281083,5.04,34467.7586980099,1057252.5826211
52575.8151749222,7.13371941713148,7.17369888186338,4.06,41828.5796168868,1237224.85875182
63312.8056746774,6.13911545162126,8.19961524142484,4.41,43230.3521579572,1442632.54122656
82526.9621048191,6.45307340609802,7.74824895259721,4.46,43947.6802641226,1877402.31972695
73204.9421322881,6.64091586305353,7.31191232134793,6.4,35090.5008098677,1394518.41546763
56357.1931380549,5.70790310915197,5.2403008866004,3.25,38061.9982989562,953939.329905644
71316.6246504147,7.10776768721371,7.08899269092117,5.33,21651.6994092117,1219778.03420155
75046.8482039263,4.98308462851122,8.87724004162362,3,32468.031152301,1287325.38185667
84474.1600561902,6.97085474587244,5.93590932622199,2.47,38677.8151530554,1739893.5550496
68162.6839256686,6.96220671596323,6.69735800985932,3.07,31843.8763372259,1213382.22263647
62784.3329483432,7.57235021532167,4.65271755445059,3.31,35122.3894716078,1007478.74843115
67009.8156737444,6.84976993659427,7.61072085610489,3.22,39737.1226089631,1528756.12615003
67437.2503633562,6.76736323730374,6.70391722327202,2.05,29356.2233679251,1182459.77166367
65967.7693085765,6.8477249761166,7.77727944351327,3.14,35799.9625483202,1474546.76214611
42816.3058855087,7.60399992345218,7.04524851047004,4.18,47457.6622142838,1078016.9396491
83347.6696969644,5.46815842715748,5.47525265349695,3.14,48226.7189277801,1453381.62430311
81699.8799955425,5.47980182956556,6.47600734119374,4.41,39527.0485608464,1495012.96483408
56143.7886649365,4.58012244590962,6.66897977427528,4.04,45084.0366595903,714148.414752902
59513.8349195212,4.8851317712611,5.57471434969439,3.18,44162.2792052201,894292.047410104
78379.4122390042,5.98569715108389,5.68183350728301,3.2,31357.3882142976,1159841.83133925
70877.3757429186,6.76687715403071,7.21365907527804,5.07,36033.4268515435,1195986.29883487
61526.9744479767,6.59396253900794,9.18040142860202,6.11,27307.9480314136,1381430.63018879
65316.9960207099,7.41487523065979,6.73308486670929,2,55799.4974811819,1534889.85346666
76268.8183338632,6.94279786660271,6.14790759598269,3.17,38649.8523862125,1494125.32987188
48531.3642285299,6.8631840387949,8.51740105911171,5.3,39731.1505634947,1356146.26084262
82906.6548011591,5.90145165573082,5.7673661355571,4.26,38820.4819437613,1454943.07366124
63117.8440507735,4.94039670534059,5.63677939457389,2.31,43091.8451425058,774118.1878355
75860.8611488931,3.69089056967881,4.78838020655183,3.48,41003.8800811376,889113.23886125
68844.7642487581,4.86045299966159,6.91680818146738,3.29,48392.4973604584,1211102.21088924
52446.2668560013,5.69461080779268,7.42963924411323,3.11,32934.5532009749,658646.184726519
69342.706839904,5.80468675245664,7.80590370242589,3.36,37082.3742189118,1400104.87076026
55932.052683871,7.21830914522324,6.02020120506596,4,42488.3099995522,1262017.79205995
53306.9221365037,4.63226771836173,6.19479432488263,2.15,39063.3387138905,553077.212612076
56976.5463984169,6.06121224055646,7.25928670916479,3.08,46375.5024943384,1203247.89013392
51296.4886297106,6.15525976365306,7.83176647558288,6.18,32078.9068011665,1115323.01484241
63995.0048928011,7.59753322044282,7.09005063720899,5.25,24748.2682708913,1301881.41652858
71915.1466857721,6.27975385355766,5.52121637064425,4.47,27714.2936568563,1006687.38713887
62137.5972133109,5.44072504309619,7.23519128805168,5.21,19045.6195052118,749383.072555408
78050.9698277754,5.23404476785082,6.29030588847063,4.15,27789.7485162973,1075596.5865852
67371.4208565759,5.33382071172291,6.62495128923287,4.37,24797.7647585172,739870.793640266
59362.7663828537,7.48263024156822,8.00300674619067,3.49,44723.3537296935,1442945.14497208
57003.109637399,7.01058345983879,6.35625871949996,3.14,29594.6933749759,828497.067096069
68989.3122094651,6.07542601802561,7.87958824475683,6.37,32629.6038348784,1373290.86077854
70969.9021026419,4.90181779874016,6.39626800590459,3.18,24833.6461450902,925566.331316076
82251.6530083296,7.74109133391739,7.63665382712437,6.49,18408.7986353395,1552536.76397455
71306.4572992749,5.77371716253153,6.68823016965456,2.04,43284.3971578627,1335904.50091554
70921.5685686471,5.66518538454969,6.37537150548828,3.28,29390.217270185,960808.291081754
70739.4600957301,6.71069957593863,7.16650164591291,6.28,35148.6677527088,1405933.01869925
58097.841822991,6.38634799557697,6.14403811939372,3.04,19903.0000788285,619087.693617534
51273.5088526293,7.03231722581065,6.88820562900933,2.09,53811.8949059733,1329273.22764986
76326.5923246967,5.02469487017704,4.93632900864758,3.44,42779.8312959178,1261843.84432174
63584.0458800195,5.83282757123921,6.02916086716507,4.29,46340.1885814125,1175781.41757006
86340.2872916062,4.93005100034855,6.18344007719186,3.01,35630.5604514931,1437053.55720162
79471.2388169988,5.86726977824433,8.1972894206282,6.21,36616.1688343713,1594415.22629122
55879.5037922299,6.40794625816852,5.37038661416902,2.07,37360.0635574045,931357.995421926
40503.541332199,6.88177862286137,6.56617529260729,3.14,45979.47754493,798639.654177922
83394.4078317494,5.60148666755078,5.90502434373261,2.08,30487.5246232041,1451739.62465271
64501.2264490648,6.001641690907,7.29347675380788,5.33,43869.3099844017,1278991.68869961
59569.5373400042,6.27953689058963,7.32537953908138,4.24,31294.6524604044,885920.553249364
69280.3162716821,6.86154802757118,6.92361893170374,4.33,40290.911494024,1425632.5419742
66342.4896811373,5.857266081733,6.94910892012476,3.06,11792.8151590705,901881.742686239
73367.0459908393,6.17329066103838,9.05470988798745,5.25,23684.7879511692,1521730.79140327
57122.2248394613,5.70765003000975,5.92973380511948,2.4,41972.7715437442,716771.005748875
61978.8480464505,7.91227604690969,8.43796641585588,5.37,56957.1877499331,1696717.10729937
54299.968820232,6.63589974908742,6.85153582768474,2.49,39512.6637056008,819598.007848179
71424.4060066885,5.59893321971318,8.52253837787232,3.49,37242.561593334,1584213.95748502
57353.154356747,8.07544792011723,5.67855548341088,4.44,16906.4217205817,798892.515039676
44731.1097999654,4.18865832854615,8.94279716423712,5.12,39633.4730410884,601973.001739713
76175.4939277054,4.52414065164513,9.52497361234568,4.28,30760.9949564715,1456486.29296315
66574.7099939311,5.55026472863821,6.84415015261408,2.17,69575.4494636571,1702406.03893521
91731.1543827564,5.18481071210261,7.94387971975718,6.3,33102.0954222083,1566471.00832536
75487.032599428,6.45393167757651,7.73709568410822,4.02,41105.3906304319,1592210.17592313
58088.4381296235,6.01783100051947,5.79000527448131,4.21,51925.4116128215,937628.346693661
76319.2186043722,6.87313019848482,6.29405495094883,3.45,48026.3083675307,1558547.57783752
60575.1624445922,5.90756559217438,6.96461600191325,2.29,32158.9679039763,1156329.27404976
69607.1336654315,7.07768082611261,7.83308119167776,3.35,34609.04021518,1514349.6921977
67056.8404803734,5.22216852154725,7.16351752321424,5.25,25134.6814845173,1039107.32630562
60640.9318812897,5.16592152863743,5.35511362361656,2.32,43119.5406562602,809089.671945497
69031.9088775756,5.77997624590389,5.50175513761789,3.23,15660.4030083548,675536.391488567
80356.209386755,4.66041782438151,9.7102168956017,5.02,16215.4172784877,1373589.80350174
60081.1766203647,6.76852369608704,8.20455283797762,4.3,60195.7462671589,1690091.01869486
61881.4793096532,6.51946305346584,7.11408365211108,5.38,35597.3728930255,1253370.14892134
59590.9652924468,6.89173104116713,5.73602940440676,2.03,24153.8825229801,774073.561854088
89831.3192919978,5.20196371966206,7.71965276361687,6.37,45335.3602762008,1741959.83443074
72175.2834994272,7.421738946307,6.82824730473425,2.09,50305.7954131864,1705762.78831897
67589.0488415116,6.21484262988667,6.06088465569461,2.34,33203.3839217551,1071109.9165851
77300.0314436444,5.26097472639448,6.93654802432036,4.49,29499.040952514,1118047.99120952
65382.888323478,5.39681918001477,7.64838611375402,6.08,41723.054741227,1165253.03271806
71145.21270418,6.15210997523769,6.76583256309249,2.31,35642.5303355067,1280910.189933
61053.0380034137,5.78789069161452,5.68706257623417,2.02,40675.7738261271,841122.882380687
65125.9478682161,5.9284834425377,7.05775799240006,4.19,37642.785273074,1228810.74504552
51949.2957027281,6.20980303662206,8.05111825576087,5.28,35336.0630541134,1086072.07106142
75897.9888384599,5.31693328738115,6.76822939856682,3.33,34162.6706068033,1204372.29521967
71468.3504959454,6.1580434528054,6.36123840484228,3.35,43269.0333668275,1345004.11975651
53287.9920722287,5.75560922665986,7.16232237631737,3.32,45152.0142680081,1116902.34489304
61503.040596054,5.13081313021707,7.01531732631956,3.12,37650.8697093233,822431.730265177
68896.0485607892,6.38632518028024,8.36507459398714,4.47,28394.6097802176,1360623.69445693
91159.4183271806,6.53604542793375,7.37385091917427,3.01,54861.091096617,2298379.48670761
63375.3484793034,6.67234005959446,7.88378097697076,3.41,45633.1922399718,1400498.26757476
59695.5714742366,5.44538285038062,6.03279526465343,2.04,20702.8026700648,566848.732098608
63183.8897417217,5.57056193728183,7.54180749580745,5.08,58691.2006648073,1367586.27773802
61177.8081347372,6.9989282822574,7.08838588257275,5.13,26396.2911117997,1113373.52000173
58642.311222216,5.20992309285271,6.27537112514377,3.42,35131.5781451658,721974.551474637
53112.2780605234,5.13865181548511,6.32536347097534,4.25,40367.3838709257,685503.990271808
40366.6162912573,4.90293958924631,7.61711809996279,5.07,16349.3653943101,152071.87474956
62207.4758055884,7.29753282328982,7.00286427430125,5.38,34317.5383114299,1280431.57364784
57477.9507623293,5.40544482120496,7.20717282222366,6.35,23649.9688699109,568703.183833563
55630.4889571483,6.28312283639176,8.93311998510628,6,38943.0959909383,1200764.84420045
72399.3055571452,6.74067631244473,7.5522697690348,6.15,41662.0000692644,1607161.63714503
89868.8919271984,4.50427457917453,7.2344798867,5.45,30101.7245743789,1421715.41534361
59801.4910294355,4.21046275759771,4.95438746400563,2.03,33534.9264026452,311111.200586772
61957.1543036817,7.8410805018376,7.47296696348197,4.19,38448.4914820249,1338044.38331259
71123.4328155373,6.68581093721153,6.16923836979587,3.43,44020.1441018469,1417870.98273673
55202.705470426,4.37593324417451,8.2590443183229,3.4,28424.9516459107,796389.437956631
79298.1220082139,7.18820813468692,5.33684115563792,3.44,15753.2666384864,1310207.13303943
65070.5670087092,7.14355850715983,5.57976605494954,4.3,24852.5651529172,994897.727764468
68494.9825521055,7.23036489302365,7.26546268449811,5.46,13998.5712051969,1202987.82934714
55702.205376175,5.55195713176189,5.64855539650755,3.08,40087.7956143649,768751.900544096
57233.6084923534,7.89383416135763,6.03662121525069,2.27,37374.9192446283,1211655.30549004
85313.8854506901,6.03315779241721,6.63375759460554,4.21,23974.4355675174,1540418.22216255
60224.6517130735,4.67594013266236,5.42884666714026,3.23,42182.8621104635,712228.424302722
73873.8191888879,6.78987088633869,6.63090908610143,3.17,33336.3273467504,1525533.40662551
63149.4852289166,7.15629443334719,5.5188350243316,2.04,37578.8468720026,1034218.40185903
58593.7940350625,4.66298090615084,6.3336169318809,2.04,39287.5279024817,874103.660606592
73839.8724165726,6.44618195229876,8.27406358431133,4.19,47602.5102050914,1912825.28521777
75984.831108798,6.72572131103627,7.8877758363165,4.31,42248.6858555497,1754770.59020686
82145.3694210782,6.54096795019139,6.87615032888467,4.23,25736.0960545575,1340066.9130844
69017.1828001266,5.77710614834081,5.78361277854762,3.11,55830.7528357137,1446756.86276142
75429.1789760467,6.81875916100951,7.57044711062404,5.48,36769.2496816321,1592768.24182693
69513.5389207304,4.12290153314804,7.64110731241667,6.08,14054.0534332294,660364.98133583
57782.4170771091,5.15930097752672,6.33262673304422,2.46,33426.8493754881,861321.580692472
74372.1384524794,6.56237959047568,8.18451051805963,6.35,34321.9601548842,1648246.7742056
63522.1219322342,5.53804284937575,6.95219576633821,2.04,31995.5252921874,977135.885657804
61193.7148306065,7.64715088197276,9.08680771736946,3.21,33196.0598369835,1591934.19032791
60316.7907304723,4.30873020847447,5.56435287540608,4.12,33831.8936260558,695386.331038621
58469.9122025115,5.40889996505111,4.80738745807032,2.26,33547.9848212569,568977.072769081
75179.9029897626,4.59592095590411,7.20163579889382,5.13,23978.0933047016,935590.804295326
56186.9632913534,3.99202794648863,8.96074251490139,5.2,41855.6547351104,984311.774539692
73225.0662954686,5.93349853620101,6.86860389508171,2.3,61830.5397221798,1796245.80790556
74338.9277097638,5.08471486781009,5.18685279573061,4.07,18057.1717844535,720080.232052889
52188.1187274564,5.63689209056299,5.80740147918808,4.03,42495.7546773249,783808.402466168
83311.1039432499,6.69055140450772,8.29755674475587,3.16,30386.3663107652,1598615.97448642
72288.6752029574,6.59943469668881,7.97987782369921,5.11,39146.9204990548,1564125.23794177
54866.2156943578,6.98676327541357,7.28543414720738,3.46,35192.8440278452,929480.629895212
85759.6577619237,4.78935741817997,8.96570536637003,6.22,25897.7580214832,1414495.34313381
59453.3420369482,6.2911135402318,7.48257147913047,6.08,29697.6448058313,837668.10260211
69878.7741990808,7.21833098703339,6.24919223463168,4.02,26814.174747584,1197515.45422484
59243.2976300167,6.72952055222357,7.05876482769259,4.26,51405.352484359,1232004.82983475
57853.3301960097,6.50009430585764,7.31655100341926,4.36,47688.2265977863,1285933.40840668
66643.3146336998,6.3928341154386,7.69800753566032,4.41,30971.1571063363,1361521.98293763
69248.2995879288,5.95873558698986,5.65269447735614,2.21,35990.1033869556,1090826.37448631
75129.7211582068,6.28783693079046,7.44731829579788,3.37,41620.2892983985,1475319.69913558
76209.9953075871,7.00904564769526,5.46433897128614,4.22,22721.6493988536,1066659.38298835
69342.3765654529,6.06948698692096,8.01812133291124,3.43,21641.9728635459,1117432.98005745
77630.9550751082,6.80962742017547,6.82966744054469,2.29,31739.8891160808,1420283.55883776
68929.1580744835,7.59087845593167,6.89196949313179,3.24,172.6106862729,840272.864892319
70990.8049136657,6.01481412670431,4.65197429447089,2.46,30904.2530346627,1024907.94019351
55860.6808384666,7.75179475708915,9.02450267012598,5.12,40335.2202762575,1494241.22619044
56380.9883950769,5.7062605893111,6.65090452859878,4.37,43994.2441146079,1125880.48737074
64306.3388191362,4.806617646621,7.87967705724437,4.28,30762.36020559,1082455.01751124
